Date,Open,High,Low,Close,Adj Close,Volume
2017-05-10,126.24694061279297,126.57281494140625,125.75813293457031,126.26611328125,114.13601684570312,2531485
2017-05-11,126.4002914428711,126.9945297241211,125.34600067138672,126.41946411132812,114.27462005615234,2169337
2017-05-12,126.23735809326172,126.30445098876953,125.81564331054688,126.02649688720703,113.91940307617188,2261361
2017-05-15,126.11276245117188,126.5823974609375,125.90190124511719,126.49613952636719,114.34394073486328,2410665
2017-05-16,126.49613952636719,126.75492095947266,125.94023895263672,126.52489471435547,114.36993408203125,1962962
2017-05-17,125.89231872558594,125.89231872558594,124.46422576904297,124.54090118408203,113.14649963378906,3272787
2017-05-18,124.40672302246094,125.72937774658203,123.63996124267578,125.00096130371094,113.5644760131836,2522199
2017-05-19,125.91148376464844,126.52489471435547,125.26932525634766,125.94023895263672,114.41780853271484,2606606
2017-05-22,126.80284118652344,126.8795166015625,126.00733184814453,126.36195373535156,114.80093383789062,2280872
2017-05-23,126.25653076171875,126.8795166015625,125.89231872558594,126.37154388427734,114.80966186523438,2390319
2017-05-24,126.7645034790039,127.157470703125,126.26611328125,126.64949035644531,115.06217193603516,2261048
2017-05-25,127.36832427978516,128.3651123046875,126.66866302490234,128.19259643554688,116.464111328125,2610780
2017-05-26,128.14466857910156,128.54722595214844,127.32040405273438,127.71337127685547,116.02872467041016,2809017
2017-05-30,127.18622589111328,127.68461608886719,127.11913299560547,127.40666961669922,115.75009155273438,2815590
2017-05-31,127.92423248291016,127.9338150024414,127.43541717529297,127.46417236328125,115.80233001708984,2271899
2017-06-01,128.01048278808594,128.2980194091797,127.30123901367188,127.90505981445312,116.20286560058594,2396475
2017-06-02,128.07757568359375,129.0072784423828,127.84754943847656,128.46095275878906,116.70790100097656,2746624
2017-06-05,128.3651123046875,128.5759735107422,127.92423248291016,127.94339752197266,116.23770904541016,2592312
2017-06-06,127.89547729492188,128.1159210205078,127.1766357421875,127.22456359863281,115.58462524414062,2065524
2017-06-07,127.3395767211914,127.79962921142578,127.03286743164062,127.20539093017578,115.5672378540039,2165477
2017-06-08,127.20539093017578,128.03924560546875,126.65907287597656,128.0009002685547,116.2899398803711,2689866
2017-06-09,128.0296630859375,128.50888061523438,127.42583465576172,128.23092651367188,116.49893951416016,2422768
2017-06-12,127.79004669189453,128.6622314453125,127.09037780761719,127.72295379638672,116.03742218017578,2327510
2017-06-13,128.20217895507812,128.8347625732422,127.81880187988281,128.80599975585938,117.02136993408203,2811521
2017-06-14,128.8730926513672,129.24688720703125,128.26927185058594,128.6622314453125,116.89077758789062,2180084
2017-06-15,127.80921173095703,129.01686096191406,127.80921173095703,128.88267517089844,117.09103393554688,2940270
2017-06-16,129.06478881835938,129.70693969726562,128.6622314453125,129.03602600097656,117.23037719726562,3630969
2017-06-19,129.63026428222656,130.25326538085938,129.40023803710938,130.1957550048828,118.28398132324219,2948095
2017-06-20,129.6206817626953,129.8123779296875,129.14146423339844,129.3043975830078,117.47418212890625,2013774
2017-06-21,129.4290008544922,129.56317138671875,128.345947265625,128.67181396484375,116.89945983886719,2642393
2017-06-22,129.01686096191406,129.01686096191406,128.14466857910156,128.49929809570312,116.74275207519531,1960876
2017-06-23,128.47055053710938,128.681396484375,128.0967559814453,128.42262268066406,116.67306518554688,6590333
