Date,Open,High,Low,Close,Adj Close,Volume
2017-05-10,163.25,163.47999572753906,159.6999969482422,160.50999450683594,138.7161102294922,5201000
2017-05-11,159.86000061035156,160.52000427246094,158.2899932861328,160.0800018310547,138.34449768066406,3510200
2017-05-12,160.49000549316406,160.6199951171875,159.4600067138672,160.22000122070312,138.4654998779297,2706000
2017-05-15,158.8800048828125,160.14999389648438,158.7100067138672,159.97000122070312,139.24893188476562,3318700
2017-05-16,159.77000427246094,160.49000549316406,159.4600067138672,159.99000549316406,139.26634216308594,2281200
2017-05-17,158.77000427246094,159.2899932861328,156.92999267578125,157.05999755859375,136.7158660888672,3073200
2017-05-18,157.3699951171875,158.7899932861328,156.2899932861328,157.9600067138672,137.49928283691406,2163300
2017-05-19,157.58999633789062,158.5800018310547,156.35000610351562,156.50999450683594,136.23709106445312,2577300
2017-05-22,153.58999633789062,154.60000610351562,152.4499969482422,153.02000427246094,133.1991729736328,6911700
2017-05-23,152.64999389648438,154.57000732421875,152.16000366210938,154.07000732421875,134.1131591796875,3582000
2017-05-24,154.77000427246094,154.99000549316406,153.7899932861328,154.60000610351562,134.5745086669922,2667500
2017-05-25,155.19000244140625,156.0399932861328,154.6199951171875,155.42999267578125,135.29696655273438,2965800
2017-05-26,155.60000610351562,156.1300048828125,154.7899932861328,155.00999450683594,134.93142700195312,2731600
2017-05-30,155.00999450683594,155.3699951171875,153.55999755859375,153.85000610351562,133.921630859375,2716700
2017-05-31,153.6699981689453,155.3699951171875,153.6699981689453,155.24000549316406,135.13160705566406,3891300
2017-06-01,155.39999389648438,156.77000427246094,155.24000549316406,156.24000549316406,136.0020751953125,3005300
2017-06-02,157.27000427246094,159.6199951171875,157.0,159.14999389648438,138.53512573242188,3320800
2017-06-05,160.2899932861328,161.1199951171875,158.27000427246094,160.22000122070312,139.46653747558594,4611100
2017-06-06,160.1300048828125,160.9199981689453,159.24000549316406,159.52999877929688,138.8659210205078,3002500
2017-06-07,159.82000732421875,162.0500030517578,159.75,161.66000366210938,140.71998596191406,3571500
2017-06-08,161.97999572753906,163.1699981689453,161.41000366210938,162.64999389648438,141.581787109375,3555100
